activation_month,observation_month,months_since_activation,prior_revenue_lifecycle_state,revenue_lifecycle_state,persona,initial_subscription_group,segment_level,companies,transition_rate_from_prior_state_pct
2025-11-01,2026-04-01,5,At-risk,At-risk,BTP,plus,persona_x_initial_plan,3,42.86
2025-11-01,2026-04-01,5,At-risk,Churned proxy,BTP,plus,persona_x_initial_plan,4,57.14
2025-11-01,2026-04-01,5,Churned proxy,Active,BTP,plus,persona_x_initial_plan,2,40.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,BTP,plus,persona_x_initial_plan,3,60.0
2025-11-01,2026-04-01,5,Active,Active,BTP,start,persona_x_initial_plan,177,98.88
2025-11-01,2026-04-01,5,Active,At-risk,BTP,start,persona_x_initial_plan,2,1.12
2025-11-01,2026-04-01,5,At-risk,At-risk,BTP,start,persona_x_initial_plan,5,55.56
2025-11-01,2026-04-01,5,At-risk,Churned proxy,BTP,start,persona_x_initial_plan,4,44.44
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,BTP,start,persona_x_initial_plan,10,100.0
2025-11-01,2026-04-01,5,Active,Active,Bankers_Insurance,free,persona_x_initial_plan,17,100.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Bankers_Insurance,free,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Bankers_Insurance,free,persona_x_initial_plan,2,100.0
2025-11-01,2026-04-01,5,Active,Active,Bankers_Insurance,start,persona_x_initial_plan,12,100.0
2025-11-01,2026-04-01,5,Active,Active,Bikers_Drivers,business,persona_x_initial_plan,3,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Bikers_Drivers,business,persona_x_initial_plan,3,100.0
2025-11-01,2026-04-01,5,Active,Active,Bikers_Drivers,free,persona_x_initial_plan,39,97.5
2025-11-01,2026-04-01,5,Active,At-risk,Bikers_Drivers,free,persona_x_initial_plan,1,2.5
2025-11-01,2026-04-01,5,At-risk,At-risk,Bikers_Drivers,free,persona_x_initial_plan,5,71.43
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,2,28.57
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,9,100.0
2025-11-01,2026-04-01,5,Active,Active,Bikers_Drivers,plus,persona_x_initial_plan,19,90.48
2025-11-01,2026-04-01,5,Active,At-risk,Bikers_Drivers,plus,persona_x_initial_plan,2,9.52
2025-11-01,2026-04-01,5,At-risk,At-risk,Bikers_Drivers,plus,persona_x_initial_plan,2,66.67
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,1,33.33
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,8,100.0
2025-11-01,2026-04-01,5,Never monetized,Never monetized,Bikers_Drivers,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Bikers_Drivers,start,persona_x_initial_plan,51,100.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Bikers_Drivers,start,persona_x_initial_plan,1,25.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,3,75.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,7,100.0
2025-11-01,2026-04-01,5,Active,Active,Cleaning_CallCenters,business,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Cleaning_CallCenters,free,persona_x_initial_plan,5,100.0
2025-11-01,2026-04-01,5,Active,Active,Cleaning_CallCenters,plus,persona_x_initial_plan,3,75.0
2025-11-01,2026-04-01,5,Active,At-risk,Cleaning_CallCenters,plus,persona_x_initial_plan,1,25.0
2025-11-01,2026-04-01,5,Active,Active,Cleaning_CallCenters,start,persona_x_initial_plan,6,100.0
2025-11-01,2026-04-01,5,Active,Active,Consultant,business,persona_x_initial_plan,5,100.0
2025-11-01,2026-04-01,5,Active,Active,Consultant,free,persona_x_initial_plan,160,96.97
2025-11-01,2026-04-01,5,Active,At-risk,Consultant,free,persona_x_initial_plan,5,3.03
2025-11-01,2026-04-01,5,At-risk,Active,Consultant,free,persona_x_initial_plan,1,11.11
2025-11-01,2026-04-01,5,At-risk,At-risk,Consultant,free,persona_x_initial_plan,4,44.44
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Consultant,free,persona_x_initial_plan,4,44.44
2025-11-01,2026-04-01,5,Churned proxy,Active,Consultant,free,persona_x_initial_plan,2,20.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Consultant,free,persona_x_initial_plan,8,80.0
2025-11-01,2026-04-01,5,Active,Active,Consultant,plus,persona_x_initial_plan,38,97.44
2025-11-01,2026-04-01,5,Active,At-risk,Consultant,plus,persona_x_initial_plan,1,2.56
2025-11-01,2026-04-01,5,At-risk,At-risk,Consultant,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Consultant,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Consultant,start,persona_x_initial_plan,188,97.92
2025-11-01,2026-04-01,5,Active,At-risk,Consultant,start,persona_x_initial_plan,4,2.08
2025-11-01,2026-04-01,5,At-risk,Active,Consultant,start,persona_x_initial_plan,1,12.5
2025-11-01,2026-04-01,5,At-risk,At-risk,Consultant,start,persona_x_initial_plan,3,37.5
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Consultant,start,persona_x_initial_plan,4,50.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Consultant,start,persona_x_initial_plan,6,100.0
2025-11-01,2026-04-01,5,Active,Active,Developer_IT,business,persona_x_initial_plan,3,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Developer_IT,business,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Developer_IT,free,persona_x_initial_plan,93,97.89
2025-11-01,2026-04-01,5,Active,At-risk,Developer_IT,free,persona_x_initial_plan,2,2.11
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Developer_IT,free,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Developer_IT,free,persona_x_initial_plan,3,100.0
2025-11-01,2026-04-01,5,Active,Active,Developer_IT,plus,persona_x_initial_plan,12,100.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Developer_IT,plus,persona_x_initial_plan,1,50.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Developer_IT,plus,persona_x_initial_plan,1,50.0
2025-11-01,2026-04-01,5,Active,Active,Developer_IT,start,persona_x_initial_plan,107,97.27
2025-11-01,2026-04-01,5,Active,At-risk,Developer_IT,start,persona_x_initial_plan,3,2.73
2025-11-01,2026-04-01,5,Churned proxy,Active,Developer_IT,start,persona_x_initial_plan,1,33.33
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Developer_IT,start,persona_x_initial_plan,2,66.67
2025-11-01,2026-04-01,5,Active,Active,Media_Publishing,business,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Media_Publishing,free,persona_x_initial_plan,43,100.0
2025-11-01,2026-04-01,5,Churned proxy,Active,Media_Publishing,free,persona_x_initial_plan,1,50.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Media_Publishing,free,persona_x_initial_plan,1,50.0
2025-11-01,2026-04-01,5,Active,Active,Media_Publishing,plus,persona_x_initial_plan,6,100.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Media_Publishing,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Media_Publishing,start,persona_x_initial_plan,34,100.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Media_Publishing,start,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Active,Media_Publishing,start,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Medical_Professionals,free,persona_x_initial_plan,13,100.0
2025-11-01,2026-04-01,5,Active,Active,Medical_Professionals,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Medical_Professionals,start,persona_x_initial_plan,13,100.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Medical_Professionals,start,persona_x_initial_plan,2,100.0
2025-11-01,2026-04-01,5,Active,Active,Others,business,persona_x_initial_plan,2,50.0
2025-11-01,2026-04-01,5,Active,At-risk,Others,business,persona_x_initial_plan,2,50.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Others,business,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Others,business,persona_x_initial_plan,2,100.0
2025-11-01,2026-04-01,5,Active,Active,Others,free,persona_x_initial_plan,113,100.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Others,free,persona_x_initial_plan,4,44.44
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Others,free,persona_x_initial_plan,5,55.56
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Others,free,persona_x_initial_plan,8,100.0
2025-11-01,2026-04-01,5,Never monetized,Active,Others,free,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Others,plus,persona_x_initial_plan,49,100.0
2025-11-01,2026-04-01,5,At-risk,Active,Others,plus,persona_x_initial_plan,1,12.5
2025-11-01,2026-04-01,5,At-risk,At-risk,Others,plus,persona_x_initial_plan,3,37.5
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Others,plus,persona_x_initial_plan,4,50.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Others,plus,persona_x_initial_plan,6,100.0
2025-11-01,2026-04-01,5,Active,Active,Others,start,persona_x_initial_plan,143,97.28
2025-11-01,2026-04-01,5,Active,At-risk,Others,start,persona_x_initial_plan,4,2.72
2025-11-01,2026-04-01,5,At-risk,Active,Others,start,persona_x_initial_plan,1,20.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Others,start,persona_x_initial_plan,1,20.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Others,start,persona_x_initial_plan,3,60.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Others,start,persona_x_initial_plan,8,100.0
2025-11-01,2026-04-01,5,Active,Active,Professeur,free,persona_x_initial_plan,32,100.0
2025-11-01,2026-04-01,5,At-risk,Active,Professeur,free,persona_x_initial_plan,1,20.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Professeur,free,persona_x_initial_plan,2,40.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Professeur,free,persona_x_initial_plan,2,40.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Professeur,free,persona_x_initial_plan,2,100.0
2025-11-01,2026-04-01,5,Active,Active,Professeur,plus,persona_x_initial_plan,6,100.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Professeur,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Professeur,start,persona_x_initial_plan,29,100.0
2025-11-01,2026-04-01,5,Active,Active,Repair,free,persona_x_initial_plan,4,100.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Repair,free,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Repair,free,persona_x_initial_plan,2,100.0
2025-11-01,2026-04-01,5,Active,Active,Repair,start,persona_x_initial_plan,7,100.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Repair,start,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Repair_Installation,free,persona_x_initial_plan,3,100.0
2025-11-01,2026-04-01,5,Active,Active,Repair_Installation,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Repair_Installation,start,persona_x_initial_plan,5,100.0
2025-11-01,2026-04-01,5,Active,Active,Restauration,free,persona_x_initial_plan,15,93.75
2025-11-01,2026-04-01,5,Active,At-risk,Restauration,free,persona_x_initial_plan,1,6.25
2025-11-01,2026-04-01,5,At-risk,At-risk,Restauration,free,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Restauration,free,persona_x_initial_plan,3,100.0
2025-11-01,2026-04-01,5,Active,Active,Restauration,plus,persona_x_initial_plan,8,100.0
2025-11-01,2026-04-01,5,Active,Active,Restauration,start,persona_x_initial_plan,26,92.86
2025-11-01,2026-04-01,5,Active,At-risk,Restauration,start,persona_x_initial_plan,2,7.14
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Restauration,start,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Restauration,start,persona_x_initial_plan,2,100.0
2025-11-01,2026-04-01,5,Active,Active,Retail,business,persona_x_initial_plan,4,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Retail,business,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Retail,free,persona_x_initial_plan,97,97.0
2025-11-01,2026-04-01,5,Active,At-risk,Retail,free,persona_x_initial_plan,3,3.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Retail,free,persona_x_initial_plan,2,66.67
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Retail,free,persona_x_initial_plan,1,33.33
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Retail,free,persona_x_initial_plan,6,100.0
2025-11-01,2026-04-01,5,Never monetized,Never monetized,Retail,free,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Retail,plus,persona_x_initial_plan,35,97.22
2025-11-01,2026-04-01,5,Active,At-risk,Retail,plus,persona_x_initial_plan,1,2.78
2025-11-01,2026-04-01,5,At-risk,At-risk,Retail,plus,persona_x_initial_plan,1,20.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Retail,plus,persona_x_initial_plan,4,80.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Retail,plus,persona_x_initial_plan,4,100.0
2025-11-01,2026-04-01,5,Active,Active,Retail,start,persona_x_initial_plan,129,95.56
2025-11-01,2026-04-01,5,Active,At-risk,Retail,start,persona_x_initial_plan,6,4.44
2025-11-01,2026-04-01,5,At-risk,Active,Retail,start,persona_x_initial_plan,1,8.33
2025-11-01,2026-04-01,5,At-risk,At-risk,Retail,start,persona_x_initial_plan,5,41.67
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Retail,start,persona_x_initial_plan,6,50.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Retail,start,persona_x_initial_plan,13,100.0
2025-11-01,2026-04-01,5,Never monetized,Never monetized,Retail,start,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Wholesale,business,persona_x_initial_plan,3,75.0
2025-11-01,2026-04-01,5,Active,At-risk,Wholesale,business,persona_x_initial_plan,1,25.0
2025-11-01,2026-04-01,5,Active,Active,Wholesale,free,persona_x_initial_plan,17,100.0
2025-11-01,2026-04-01,5,At-risk,At-risk,Wholesale,free,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Wholesale,plus,persona_x_initial_plan,15,100.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Wholesale,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Churned proxy,Churned proxy,Wholesale,plus,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Active,Active,Wholesale,start,persona_x_initial_plan,21,100.0
2025-11-01,2026-04-01,5,At-risk,Churned proxy,Wholesale,start,persona_x_initial_plan,1,100.0
2025-11-01,2026-04-01,5,Never monetized,Never monetized,Wholesale,start,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,ALL,business,initial_plan,42,64.62
2025-12-01,2026-01-01,1,Active,At-risk,ALL,business,initial_plan,23,35.38
2025-12-01,2026-01-01,1,Active,Active,ALL,free,initial_plan,1076,95.73
2025-12-01,2026-01-01,1,Active,At-risk,ALL,free,initial_plan,48,4.27
2025-12-01,2026-01-01,1,Never monetized,Active,ALL,free,initial_plan,1,20.0
2025-12-01,2026-01-01,1,Never monetized,Never monetized,ALL,free,initial_plan,4,80.0
2025-12-01,2026-01-01,1,Active,Active,ALL,plus,initial_plan,338,95.21
2025-12-01,2026-01-01,1,Active,At-risk,ALL,plus,initial_plan,17,4.79
2025-12-01,2026-01-01,1,Never monetized,Active,ALL,plus,initial_plan,1,50.0
2025-12-01,2026-01-01,1,Never monetized,Never monetized,ALL,plus,initial_plan,1,50.0
2025-12-01,2026-01-01,1,Active,Active,ALL,start,initial_plan,1125,97.83
2025-12-01,2026-01-01,1,Active,At-risk,ALL,start,initial_plan,25,2.17
2025-12-01,2026-01-01,1,Never monetized,Never monetized,ALL,start,initial_plan,5,100.0
2025-12-01,2026-01-01,1,Active,Active,ALL,ALL,overall,2581,95.81
2025-12-01,2026-01-01,1,Active,At-risk,ALL,ALL,overall,113,4.19
2025-12-01,2026-01-01,1,Never monetized,Active,ALL,ALL,overall,2,16.67
2025-12-01,2026-01-01,1,Never monetized,Never monetized,ALL,ALL,overall,10,83.33
2025-12-01,2026-01-01,1,Active,Active,Automobile_Trade_Repair,ALL,persona,117,96.69
2025-12-01,2026-01-01,1,Active,At-risk,Automobile_Trade_Repair,ALL,persona,4,3.31
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Automobile_Trade_Repair,ALL,persona,2,100.0
2025-12-01,2026-01-01,1,Active,Active,BTP,ALL,persona,442,95.88
2025-12-01,2026-01-01,1,Active,At-risk,BTP,ALL,persona,19,4.12
2025-12-01,2026-01-01,1,Active,Active,Bankers_Insurance,ALL,persona,37,94.87
2025-12-01,2026-01-01,1,Active,At-risk,Bankers_Insurance,ALL,persona,2,5.13
2025-12-01,2026-01-01,1,Active,Active,Bikers_Drivers,ALL,persona,135,90.0
2025-12-01,2026-01-01,1,Active,At-risk,Bikers_Drivers,ALL,persona,15,10.0
2025-12-01,2026-01-01,1,Never monetized,Active,Bikers_Drivers,ALL,persona,1,50.0
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Bikers_Drivers,ALL,persona,1,50.0
2025-12-01,2026-01-01,1,Active,Active,Cleaning_CallCenters,ALL,persona,9,90.0
2025-12-01,2026-01-01,1,Active,At-risk,Cleaning_CallCenters,ALL,persona,1,10.0
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Cleaning_CallCenters,ALL,persona,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Consultant,ALL,persona,442,96.51
2025-12-01,2026-01-01,1,Active,At-risk,Consultant,ALL,persona,16,3.49
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Consultant,ALL,persona,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Developer_IT,ALL,persona,222,96.52
2025-12-01,2026-01-01,1,Active,At-risk,Developer_IT,ALL,persona,8,3.48
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Developer_IT,ALL,persona,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Media_Publishing,ALL,persona,103,96.26
2025-12-01,2026-01-01,1,Active,At-risk,Media_Publishing,ALL,persona,4,3.74
2025-12-01,2026-01-01,1,Never monetized,Active,Media_Publishing,ALL,persona,1,50.0
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Media_Publishing,ALL,persona,1,50.0
2025-12-01,2026-01-01,1,Active,Active,Medical_Professionals,ALL,persona,28,100.0
2025-12-01,2026-01-01,1,Active,Active,Others,ALL,persona,428,94.69
2025-12-01,2026-01-01,1,Active,At-risk,Others,ALL,persona,24,5.31
2025-12-01,2026-01-01,1,Active,Active,Professeur,ALL,persona,80,96.39
2025-12-01,2026-01-01,1,Active,At-risk,Professeur,ALL,persona,3,3.61
2025-12-01,2026-01-01,1,Active,Active,Repair,ALL,persona,18,94.74
2025-12-01,2026-01-01,1,Active,At-risk,Repair,ALL,persona,1,5.26
2025-12-01,2026-01-01,1,Active,Active,Repair_Installation,ALL,persona,4,100.0
2025-12-01,2026-01-01,1,Active,Active,Restauration,ALL,persona,79,97.53
2025-12-01,2026-01-01,1,Active,At-risk,Restauration,ALL,persona,2,2.47
2025-12-01,2026-01-01,1,Active,Active,Retail,ALL,persona,372,96.62
2025-12-01,2026-01-01,1,Active,At-risk,Retail,ALL,persona,13,3.38
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Retail,ALL,persona,2,100.0
2025-12-01,2026-01-01,1,Active,Active,Wholesale,ALL,persona,65,98.48
2025-12-01,2026-01-01,1,Active,At-risk,Wholesale,ALL,persona,1,1.52
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Wholesale,ALL,persona,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Automobile_Trade_Repair,business,persona_x_initial_plan,4,100.0
2025-12-01,2026-01-01,1,Active,Active,Automobile_Trade_Repair,free,persona_x_initial_plan,27,93.1
2025-12-01,2026-01-01,1,Active,At-risk,Automobile_Trade_Repair,free,persona_x_initial_plan,2,6.9
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Automobile_Trade_Repair,free,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,24,96.0
2025-12-01,2026-01-01,1,Active,At-risk,Automobile_Trade_Repair,plus,persona_x_initial_plan,1,4.0
2025-12-01,2026-01-01,1,Active,Active,Automobile_Trade_Repair,start,persona_x_initial_plan,62,98.41
2025-12-01,2026-01-01,1,Active,At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,1,1.59
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Automobile_Trade_Repair,start,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,BTP,business,persona_x_initial_plan,16,76.19
2025-12-01,2026-01-01,1,Active,At-risk,BTP,business,persona_x_initial_plan,5,23.81
2025-12-01,2026-01-01,1,Active,Active,BTP,free,persona_x_initial_plan,168,96.0
2025-12-01,2026-01-01,1,Active,At-risk,BTP,free,persona_x_initial_plan,7,4.0
2025-12-01,2026-01-01,1,Active,Active,BTP,plus,persona_x_initial_plan,92,95.83
2025-12-01,2026-01-01,1,Active,At-risk,BTP,plus,persona_x_initial_plan,4,4.17
2025-12-01,2026-01-01,1,Active,Active,BTP,start,persona_x_initial_plan,166,98.22
2025-12-01,2026-01-01,1,Active,At-risk,BTP,start,persona_x_initial_plan,3,1.78
2025-12-01,2026-01-01,1,Active,Active,Bankers_Insurance,free,persona_x_initial_plan,24,92.31
2025-12-01,2026-01-01,1,Active,At-risk,Bankers_Insurance,free,persona_x_initial_plan,2,7.69
2025-12-01,2026-01-01,1,Active,Active,Bankers_Insurance,plus,persona_x_initial_plan,3,100.0
2025-12-01,2026-01-01,1,Active,Active,Bankers_Insurance,start,persona_x_initial_plan,10,100.0
2025-12-01,2026-01-01,1,Active,Active,Bikers_Drivers,business,persona_x_initial_plan,4,80.0
2025-12-01,2026-01-01,1,Active,At-risk,Bikers_Drivers,business,persona_x_initial_plan,1,20.0
2025-12-01,2026-01-01,1,Active,Active,Bikers_Drivers,free,persona_x_initial_plan,53,88.33
2025-12-01,2026-01-01,1,Active,At-risk,Bikers_Drivers,free,persona_x_initial_plan,7,11.67
2025-12-01,2026-01-01,1,Never monetized,Active,Bikers_Drivers,free,persona_x_initial_plan,1,50.0
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Bikers_Drivers,free,persona_x_initial_plan,1,50.0
2025-12-01,2026-01-01,1,Active,Active,Bikers_Drivers,plus,persona_x_initial_plan,22,91.67
2025-12-01,2026-01-01,1,Active,At-risk,Bikers_Drivers,plus,persona_x_initial_plan,2,8.33
2025-12-01,2026-01-01,1,Active,Active,Bikers_Drivers,start,persona_x_initial_plan,56,91.8
2025-12-01,2026-01-01,1,Active,At-risk,Bikers_Drivers,start,persona_x_initial_plan,5,8.2
2025-12-01,2026-01-01,1,Active,Active,Cleaning_CallCenters,free,persona_x_initial_plan,3,100.0
2025-12-01,2026-01-01,1,Active,Active,Cleaning_CallCenters,plus,persona_x_initial_plan,3,100.0
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Cleaning_CallCenters,plus,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Cleaning_CallCenters,start,persona_x_initial_plan,3,75.0
2025-12-01,2026-01-01,1,Active,At-risk,Cleaning_CallCenters,start,persona_x_initial_plan,1,25.0
2025-12-01,2026-01-01,1,Active,Active,Consultant,business,persona_x_initial_plan,1,25.0
2025-12-01,2026-01-01,1,Active,At-risk,Consultant,business,persona_x_initial_plan,3,75.0
2025-12-01,2026-01-01,1,Active,Active,Consultant,free,persona_x_initial_plan,214,96.83
2025-12-01,2026-01-01,1,Active,At-risk,Consultant,free,persona_x_initial_plan,7,3.17
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Consultant,free,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Consultant,plus,persona_x_initial_plan,26,92.86
2025-12-01,2026-01-01,1,Active,At-risk,Consultant,plus,persona_x_initial_plan,2,7.14
2025-12-01,2026-01-01,1,Active,Active,Consultant,start,persona_x_initial_plan,201,98.05
2025-12-01,2026-01-01,1,Active,At-risk,Consultant,start,persona_x_initial_plan,4,1.95
2025-12-01,2026-01-01,1,Active,Active,Developer_IT,free,persona_x_initial_plan,94,93.07
2025-12-01,2026-01-01,1,Active,At-risk,Developer_IT,free,persona_x_initial_plan,7,6.93
2025-12-01,2026-01-01,1,Active,Active,Developer_IT,plus,persona_x_initial_plan,13,100.0
2025-12-01,2026-01-01,1,Active,Active,Developer_IT,start,persona_x_initial_plan,115,99.14
2025-12-01,2026-01-01,1,Active,At-risk,Developer_IT,start,persona_x_initial_plan,1,0.86
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Developer_IT,start,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Media_Publishing,business,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Media_Publishing,free,persona_x_initial_plan,53,96.36
2025-12-01,2026-01-01,1,Active,At-risk,Media_Publishing,free,persona_x_initial_plan,2,3.64
2025-12-01,2026-01-01,1,Active,Active,Media_Publishing,plus,persona_x_initial_plan,6,85.71
2025-12-01,2026-01-01,1,Active,At-risk,Media_Publishing,plus,persona_x_initial_plan,1,14.29
2025-12-01,2026-01-01,1,Never monetized,Active,Media_Publishing,plus,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Media_Publishing,start,persona_x_initial_plan,43,97.73
2025-12-01,2026-01-01,1,Active,At-risk,Media_Publishing,start,persona_x_initial_plan,1,2.27
2025-12-01,2026-01-01,1,Never monetized,Never monetized,Media_Publishing,start,persona_x_initial_plan,1,100.0
2025-12-01,2026-01-01,1,Active,Active,Medical_Professionals,free,persona_x_initial_plan,11,100.0
2025-12-01,2026-01-01,1,Active,Active,Medical_Professionals,plus,persona_x_initial_plan,3,100.0
2025-12-01,2026-01-01,1,Active,Active,Medical_Professionals,start,persona_x_initial_plan,14,100.0
2025-12-01,2026-01-01,1,Active,Active,Others,business,persona_x_initial_plan,8,44.44
2025-12-01,2026-01-01,1,Active,At-risk,Others,business,persona_x_initial_plan,10,55.56
2025-12-01,2026-01-01,1,Active,Active,Others,free,persona_x_initial_plan,177,96.72
2025-12-01,2026-01-01,1,Active,At-risk,Others,free,persona_x_initial_plan,6,3.28
2025-12-01,2026-01-01,1,Active,Active,Others,plus,persona_x_initial_plan,56,93.33
2025-12-01,2026-01-01,1,Active,At-risk,Others,plus,persona_x_initial_plan,4,6.67
2025-12-01,2026-01-01,1,Active,Active,Others,start,persona_x_initial_plan,187,97.91
2025-12-01,2026-01-01,1,Active,At-risk,Others,start,persona_x_initial_plan,4,2.09
